date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:24:59	41217/41217	---M--	200	added ('OK')	image/jpeg	etag:%22663b57fa-a109%22	https://templates.hibootstrap.com/jexi/default/assets/images/courses/course-image-11.jpg	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/courses/course-image-11.jpg	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:24:59	30498/30498	---M--	200	added ('OK')	image/jpeg	etag:%22663b57fa-772a%22	https://templates.hibootstrap.com/jexi/default/assets/images/courses/course-image-12.jpg	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/courses/course-image-12.jpg	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:24:59	8144/8144	---M--	200	added ('OK')	image/png	etag:%22663b57fa-20da%22	https://templates.hibootstrap.com/jexi/default/assets/images/shapes/bg-bottom-shape.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/shapes/bg-bottom-shape.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:24:59	42848/42848	---M--	200	added ('OK')	image/png	etag:%22663b57fa-a760%22	https://templates.hibootstrap.com/jexi/default/assets/images/book.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/book.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:24:59	15522/15522	---M--	200	added ('OK')	image/png	etag:%22663b57fa-40ce%22	https://templates.hibootstrap.com/jexi/default/assets/images/shapes/shape-3.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/shapes/shape-3.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:00	16562/16562	---M--	200	added ('OK')	image/png	etag:%22663b57fa-45a8%22	https://templates.hibootstrap.com/jexi/default/assets/images/shapes/shape-4.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/shapes/shape-4.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:00	4147/4147	---M--	200	added ('OK')	image/jpeg	etag:%22663b57fa-103b%22	https://templates.hibootstrap.com/jexi/default/assets/images/clients/client-2.jpg	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/clients/client-2.jpg	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:00	56101/56101	---M--	200	added ('OK')	image/png	etag:%22663b57fa-ee82%22	https://templates.hibootstrap.com/jexi/default/assets/images/chef.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/chef.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:01	44573/44573	---M--	200	added ('OK')	image/jpeg	etag:%22663b57fa-ae25%22	https://templates.hibootstrap.com/jexi/default/assets/images/events/event-news-1.jpg	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/events/event-news-1.jpg	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:01	46864/46864	---M--	200	added ('OK')	image/jpeg	etag:%22663b57fa-bfc6%22	https://templates.hibootstrap.com/jexi/default/assets/images/events/event-news-2.jpg	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/events/event-news-2.jpg	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:01	52568/52568	---M--	200	added ('OK')	image/jpeg	etag:%22663b57fa-cd60%22	https://templates.hibootstrap.com/jexi/default/assets/images/events/event-news-3.jpg	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/events/event-news-3.jpg	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:01	8579/8579	---M--	200	added ('OK')	image/png	etag:%22663b57fa-2c52%22	https://templates.hibootstrap.com/jexi/default/assets/images/partners/partner-res-1.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/partners/partner-res-1.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:02	3829/3829	---M--	200	added ('OK')	image/png	etag:%22663b57fa-1f68%22	https://templates.hibootstrap.com/jexi/default/assets/images/partners/partner-res-2.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/partners/partner-res-2.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:02	3712/3712	---M--	200	added ('OK')	image/png	etag:%22663b57fa-196f%22	https://templates.hibootstrap.com/jexi/default/assets/images/partners/partner-res-3.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/partners/partner-res-3.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:03	4682/4682	---M--	200	added ('OK')	image/png	etag:%22663b57fa-1ed5%22	https://templates.hibootstrap.com/jexi/default/assets/images/partners/partner-res-4.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/partners/partner-res-4.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:03	2268/2268	---M--	200	added ('OK')	image/png	etag:%22663b57fa-124a%22	https://templates.hibootstrap.com/jexi/default/assets/images/partners/partner-res-5.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/partners/partner-res-5.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:03	29721/29721	---M--	200	added ('OK')	image/jpeg	etag:%22663b57fa-7421%22	https://templates.hibootstrap.com/jexi/default/assets/images/instagram/instagram-slider-1.jpg	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/instagram/instagram-slider-1.jpg	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:03	23210/23210	---M--	200	added ('OK')	image/jpeg	etag:%22663b57fa-5ab2%22	https://templates.hibootstrap.com/jexi/default/assets/images/instagram/instagram-slider-2.jpg	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/instagram/instagram-slider-2.jpg	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:04	36272/36272	---M--	200	added ('OK')	image/jpeg	etag:%22663b57fa-8db8%22	https://templates.hibootstrap.com/jexi/default/assets/images/instagram/instagram-slider-3.jpg	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/instagram/instagram-slider-3.jpg	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:04	36796/36796	---M--	200	added ('OK')	image/jpeg	etag:%22663b57fa-8fc4%22	https://templates.hibootstrap.com/jexi/default/assets/images/instagram/instagram-slider-4.jpg	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/instagram/instagram-slider-4.jpg	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:04	27383/27383	---M--	200	added ('OK')	image/jpeg	etag:%22663b57fa-6aff%22	https://templates.hibootstrap.com/jexi/default/assets/images/instagram/instagram-slider-5.jpg	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/instagram/instagram-slider-5.jpg	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:04	22192/22192	---M--	200	added ('OK')	image/jpeg	etag:%22663b57fa-56b8%22	https://templates.hibootstrap.com/jexi/default/assets/images/instagram/instagram-slider-6.jpg	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/instagram/instagram-slider-6.jpg	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:05	44184/44184	---M--	200	added ('OK')	image/jpeg	etag:%22663b57fa-b4e1%22	https://templates.hibootstrap.com/jexi/default/assets/images/instagram/instagram-slider-7.jpg	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/instagram/instagram-slider-7.jpg	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:05	8230/8230	---M--	200	added ('OK')	image/png	etag:%22663b57fa-5094%22	https://templates.hibootstrap.com/jexi/default/assets/images/shapes/curved-line.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/shapes/curved-line.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:05	8734/8734	---M--	200	added ('OK')	image/png	etag:%22663b57fa-2299%22	https://templates.hibootstrap.com/jexi/default/assets/images/shapes/half-circle-shape.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/shapes/half-circle-shape.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:05	2307/2307	---M--	200	added ('OK')	image/png	etag:%22663b57fa-93e%22	https://templates.hibootstrap.com/jexi/default/assets/images/shapes/animate-shape-3.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/shapes/animate-shape-3.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:05	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22678fdc60-4d7%22	https://templates.hibootstrap.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:05	262/262	---M--	200	added ('OK')	image/png	etag:%22663b57fa-1ce%22	https://templates.hibootstrap.com/jexi/default/assets/images/facebook.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/facebook.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:06	496/496	---M--	200	added ('OK')	image/png	etag:%22663b57fa-2d9%22	https://templates.hibootstrap.com/jexi/default/assets/images/twitter.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/twitter.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:06	328/328	---M--	200	added ('OK')	image/png	etag:%22663b57fa-1e4%22	https://templates.hibootstrap.com/jexi/default/assets/images/linkedin.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/linkedin.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:06	984/984	---M--	200	added ('OK')	image/png	etag:%22663b57fa-493%22	https://templates.hibootstrap.com/jexi/default/assets/images/instagram.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/instagram.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:07	345/345	---M--	200	added ('OK')	image/png	etag:%22663b57fa-1d6%22	https://templates.hibootstrap.com/jexi/default/assets/images/youtube.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/youtube.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:07	732/732	---M--	200	added ('OK')	image/png	etag:%22663b57fa-40c%22	https://templates.hibootstrap.com/jexi/default/assets/images/skype.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/images/skype.png	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:07	87532/87532	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-155ec%22	https://templates.hibootstrap.com/jexi/default/assets/js/jquery.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/jquery.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:08	80672/80672	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-13b20%22	https://templates.hibootstrap.com/jexi/default/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/bootstrap.bundle.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:08	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-4ef8%22	https://templates.hibootstrap.com/jexi/default/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/jquery.magnific-popup.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:08	149936/149936	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-249b0%22	https://templates.hibootstrap.com/jexi/default/assets/js/swiper-bundle.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/swiper-bundle.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:09	9028/9028	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-2344%22	https://templates.hibootstrap.com/jexi/default/assets/js/jquery.waypoints.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/jquery.waypoints.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:09	1035/1035	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-40b%22	https://templates.hibootstrap.com/jexi/default/assets/js/jquery.counterup.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/jquery.counterup.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:09	59102/59102	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b5fd7-e6de%22	https://templates.hibootstrap.com/jexi/default/assets/js/moment.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/moment.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:09	248592/248592	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-3cb10%22	https://templates.hibootstrap.com/jexi/default/assets/js/main.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/main.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:09	254963/254963	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b5f59-3e3f3%22	https://templates.hibootstrap.com/jexi/default/assets/js/jquery-ui.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/jquery-ui.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:10	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-8a75%22	https://templates.hibootstrap.com/jexi/default/assets/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/isotope.pkgd.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:10	64989/64989	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-fddd%22	https://templates.hibootstrap.com/jexi/default/assets/js/jquery.themepunch.revolution.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/jquery.themepunch.revolution.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:10	110419/110419	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-1af53%22	https://templates.hibootstrap.com/jexi/default/assets/js/jquery.themepunch.tools.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/jquery.themepunch.tools.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:10	8324/8324	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-2084%22	https://templates.hibootstrap.com/jexi/default/assets/js/extensions/revolution.extension.actions.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/extensions/revolution.extension.actions.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:11	7601/7601	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-1db1%22	https://templates.hibootstrap.com/jexi/default/assets/js/extensions/revolution.extension.carousel.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/extensions/revolution.extension.carousel.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:11	3750/3750	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-ea6%22	https://templates.hibootstrap.com/jexi/default/assets/js/extensions/revolution.extension.kenburn.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/extensions/revolution.extension.kenburn.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:11	55805/55805	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-d9fd%22	https://templates.hibootstrap.com/jexi/default/assets/js/extensions/revolution.extension.layeranimation.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/extensions/revolution.extension.layeranimation.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:12	26099/26099	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-65f3%22	https://templates.hibootstrap.com/jexi/default/assets/js/extensions/revolution.extension.migration.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/extensions/revolution.extension.migration.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:12	26099/26099	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-65f3%22	https://templates.hibootstrap.com/jexi/default/assets/js/extensions/revolution.extension.navigation.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/extensions/revolution.extension.navigation.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:12	10927/10927	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-2aaf%22	https://templates.hibootstrap.com/jexi/default/assets/js/extensions/revolution.extension.parallax.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/extensions/revolution.extension.parallax.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:12	29066/29066	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-718a%22	https://templates.hibootstrap.com/jexi/default/assets/js/extensions/revolution.extension.slideanims.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/extensions/revolution.extension.slideanims.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:13	26075/26075	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-65db%22	https://templates.hibootstrap.com/jexi/default/assets/js/extensions/revolution.extension.video.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/extensions/revolution.extension.video.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:13	2381/2381	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-94d%22	https://templates.hibootstrap.com/jexi/default/assets/js/jquery.ajaxchimp.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/jquery.ajaxchimp.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:13	7729/7729	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b5af7-1e31%22	https://templates.hibootstrap.com/jexi/default/assets/js/form-validator.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/form-validator.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:14	2093/2093	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-82d%22	https://templates.hibootstrap.com/jexi/default/assets/js/contact-form-script.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/contact-form-script.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:14	5946/5946	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b57fa-173a%22	https://templates.hibootstrap.com/jexi/default/assets/js/jquery.meanmenu.min.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/jquery.meanmenu.min.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:14	18314/18314	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663b5ccb-478a%22	https://templates.hibootstrap.com/jexi/default/assets/js/script.js	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/js/script.js	(from https://templates.hibootstrap.com/jexi/default/index-2.html)
22:25:17	115388/115388	---M--	200	added ('OK')	application/octet-stream	etag:%22663b57fa-1c2bc%22	https://templates.hibootstrap.com/jexi/default/assets/fonts/boxicons.woff2	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/fonts/boxicons.woff2	(from https://templates.hibootstrap.com/jexi/default/assets/css/boxicons.min.css)
22:25:17	396413/396413	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22663b57fa-60c7d%22	https://templates.hibootstrap.com/jexi/default/assets/fonts/boxicons.eot	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/fonts/boxicons.eot	(from https://templates.hibootstrap.com/jexi/default/assets/css/boxicons.min.css)
22:25:19	313912/313912	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22663b57fa-4ca38%22	https://templates.hibootstrap.com/jexi/default/assets/fonts/boxicons.woff	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/fonts/boxicons.woff	(from https://templates.hibootstrap.com/jexi/default/assets/css/boxicons.min.css)
22:25:19	313836/313836	---M--	200	added ('OK')	application/octet-stream	etag:%22663b57fa-4c9ec%22	https://templates.hibootstrap.com/jexi/default/assets/fonts/boxicons.ttf	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/fonts/boxicons.ttf	(from https://templates.hibootstrap.com/jexi/default/assets/css/boxicons.min.css)
22:25:19	1216389/1216389	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22663b57fa-128f85%22	https://templates.hibootstrap.com/jexi/default/assets/fonts/boxicons.svg?	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/fonts/boxiconsd41d.svg	(from https://templates.hibootstrap.com/jexi/default/assets/css/boxicons.min.css)
22:25:19	23242/23242	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22663b57fa-5aca%22	https://templates.hibootstrap.com/jexi/default/assets/fonts/Flaticon.eot	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/fonts/Flaticon.eot	(from https://templates.hibootstrap.com/jexi/default/assets/css/flaticon.css)
22:25:19	23242/23242	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22663b57fa-5aca%22	https://templates.hibootstrap.com/jexi/default/assets/fonts/Flaticon.eot?	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/fonts/Flaticond41d.eot	(from https://templates.hibootstrap.com/jexi/default/assets/css/flaticon.css)
22:25:20	12440/12440	---M--	200	added ('OK')	application/octet-stream	etag:%22663b57fa-3098%22	https://templates.hibootstrap.com/jexi/default/assets/fonts/Flaticon.woff2	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/fonts/Flaticon.woff2	(from https://templates.hibootstrap.com/jexi/default/assets/css/flaticon.css)
22:25:20	14836/14836	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22663b57fa-39f4%22	https://templates.hibootstrap.com/jexi/default/assets/fonts/Flaticon.woff	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/fonts/Flaticon.woff	(from https://templates.hibootstrap.com/jexi/default/assets/css/flaticon.css)
22:25:20	23064/23064	---M--	200	added ('OK')	application/octet-stream	etag:%22663b57fa-5a18%22	https://templates.hibootstrap.com/jexi/default/assets/fonts/Flaticon.ttf	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/fonts/Flaticon.ttf	(from https://templates.hibootstrap.com/jexi/default/assets/css/flaticon.css)
22:25:20	137045/137045	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22663b57fa-21755%22	https://templates.hibootstrap.com/jexi/default/assets/fonts/Flaticon.svg	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/fonts/Flaticon.svg	(from https://templates.hibootstrap.com/jexi/default/assets/css/flaticon.css)
22:25:22	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jan%202025%2016:55:21%20GMT	https://templates.hibootstrap.com/jexi/default/assets/fonts/revicons/revicons.eot?5510888	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/fonts/revicons/revicons90c6.eot	(from https://templates.hibootstrap.com/jexi/default/assets/css/settings.css)
22:25:23	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jan%202025%2016:55:22%20GMT	https://templates.hibootstrap.com/jexi/default/assets/fonts/revicons/revicons.woff?5510888	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/fonts/revicons/revicons90c6.woff	(from https://templates.hibootstrap.com/jexi/default/assets/css/settings.css)
22:25:25	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jan%202025%2016:55:24%20GMT	https://templates.hibootstrap.com/jexi/default/assets/fonts/revicons/revicons.ttf?5510888	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/fonts/revicons/revicons90c6.ttf	(from https://templates.hibootstrap.com/jexi/default/assets/css/settings.css)
22:25:26	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jan%202025%2016:55:25%20GMT	https://templates.hibootstrap.com/jexi/default/assets/fonts/revicons/revicons.svg?5510888	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/fonts/revicons/revicons90c6.svg	(from https://templates.hibootstrap.com/jexi/default/assets/css/settings.css)
22:25:28	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jan%202025%2016:55:26%20GMT	https://templates.hibootstrap.com/jexi/default/assets/css/openhand.cur	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/css/openhand.cur	(from https://templates.hibootstrap.com/jexi/default/assets/css/settings.css)
22:25:30	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jan%202025%2016:55:28%20GMT	https://templates.hibootstrap.com/jexi/default/assets/css/closedhand.cur	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/css/closedhand.cur	(from https://templates.hibootstrap.com/jexi/default/assets/css/settings.css)
22:25:31	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jan%202025%2016:55:30%20GMT	https://templates.hibootstrap.com/jexi/default/assets/assets/gridtile.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/assets/gridtile.png	(from https://templates.hibootstrap.com/jexi/default/assets/css/settings.css)
22:25:32	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jan%202025%2016:55:31%20GMT	https://templates.hibootstrap.com/jexi/default/assets/assets/gridtile_white.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/assets/gridtile_white.png	(from https://templates.hibootstrap.com/jexi/default/assets/css/settings.css)
22:25:34	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jan%202025%2016:55:32%20GMT	https://templates.hibootstrap.com/jexi/default/assets/assets/gridtile_3x3.png	C:/My%20Web%20Sites/Jexi/templates.hibootstrap.com/jexi/default/assets/assets/gridtile_3x3.png	(from https://templates.hibootstrap.com/jexi/default/assets/css/settings.css)
